Tournament,Player,Rank,Wpoints,Start Date,End Date,Series,Wpoints,Fpoints,SFpoints,QFpoints,sixteenpoints,thirtytwopoints,sixtyfourpoints,onehundredtwentyeightpoints,Probability_128,Probability_64,Probability_32,Probability_16,Probability_QF,Probability_SF,Probability_F,Probability_W
French Open,Zverev A.,27.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
French Open,Zeppieri G.,129.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
French Open,Seyboth Wild T.,172.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
French Open,Ruusuvuori E.,46.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
French Open,Cerundolo F.,23.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
French Open,Rune H.,6.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
French Open,Pella G.,423.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
French Open,Rinderknech A.,78.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
French Open,Fritz T.,8.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
French Open,Dimitrov G.,29.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
French Open,Hanfmann Y.,65.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
French Open,Monfils G.,394.0,2000,2023-05-28,2023-06-11,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Generali Open,Molcan A.,120.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Generali Open,Galan D.E.,76.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Generali Open,Ramos-Vinolas A.,82.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Generali Open,Andreozzi G.,240.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Generali Open,Baez S.,72.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Generali Open,Carballes Baena R.,64.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Generali Open,Altmaier D.,51.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Generali Open,Djere L.,38.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Generali Open,Seyboth Wild T.,117.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Generali Open,Rinderknech A.,67.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Generali Open,Thiem D.,116.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Generali Open,Zhang Zh.,53.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Generali Open,Etcheverry T.,34.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Generali Open,Cachin P.,54.0,250,2023-07-31,2023-08-05,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Cecchinato M.,73.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Eubanks C.,75.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Jarry N.,54.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Zapata Miralles B.,37.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Geneva Open,Mannarino A.,47.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Geneva Open,Carballes Baena R.,58.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Wu Y.,59.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Giron M.,74.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,O Connell C.,85.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Ivashka I.,86.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Geneva Open,Griekspoor T.,39.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Geneva Open,Wolf J.J.,49.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Geneva Open,Zverev A.,27.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Geneva Open,Fritz T.,9.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Geneva Open,Dimitrov G.,33.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Geneva Open,Ruud C.,4.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Grand Prix Hassan II,Gaston H.,104.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Grand Prix Hassan II,Passaro F.,115.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Grand Prix Hassan II,Munar J.,83.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Grand Prix Hassan II,Popyrin A.,95.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Grand Prix Hassan II,Vavassori A.,201.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Grand Prix Hassan II,Carballes Baena R.,82.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Grand Prix Hassan II,Kotov P.,114.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Grand Prix Hassan II,Kuzmanov D.,207.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Grand Prix Hassan II,Ymer E.,157.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Grand Prix Hassan II,O Connell C.,87.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Grand Prix Hassan II,Muller A.,126.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Grand Prix Hassan II,Bonzi B.,50.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Grand Prix Hassan II,Griekspoor T.,35.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Grand Prix Hassan II,Evans D.,30.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Grand Prix Hassan II,Musetti L.,21.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Hall of Fame Championships,Broady L.,130.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Thompson J.,69.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Hall of Fame Championships,Hijikata R.,116.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Moutet C.,73.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Hall of Fame Championships,Michelsen A.,190.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Isner J.,126.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Brouwer G.,145.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Duckworth J.,129.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Quinn E.,434.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Anderson K.,296.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Tu L.,252.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Johnson S.,197.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Hall of Fame Championships,Mannarino A.,38.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Hall of Fame Championships,Paul T.,14.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Hall of Fame Championships,Mcdonald M.,59.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Hall of Fame Championships,Humbert U.,40.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Djere L.,65.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Halle Open,Nakashima B.,54.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Halle Open,Shapovalov D.,27.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Jarry N.,28.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Tsitsipas S.,5.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Halle Open,Medvedev D.,3.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Halle Open,Bautista Agut R.,23.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Sonego L.,39.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Sinner J.,9.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Halle Open,Hanfmann Y.,53.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Halle Open,Rublev A.,7.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Halle Open,Griekspoor T.,29.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Zverev A.,22.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Bublik A.,48.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Hurkacz H.,17.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Halle Open,Struff J.L.,21.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Wawrinka S.,84.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Fucsovics M.,92.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Etcheverry T.,61.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Baez S.,40.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Djere L.,62.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Garin C.,79.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Wu Y.,57.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Muller A.,100.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Bublik A.,49.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Fils A.,119.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Kokkinakis T.,104.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Popyrin A.,77.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Safiullin R.,103.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Fognini F.,130.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Rinderknech A.,89.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Barrere G.,63.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Altmaier D.,65.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Carballes Baena R.,51.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Kubler J.,66.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Monteiro T.,98.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Goffin D.,107.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Ruusuvuori E.,43.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Cecchinato M.,83.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Pella G.,484.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Ramos-Vinolas A.,72.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Sonego L.,48.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Borges N.,88.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Marozsan F.,135.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Hanfmann Y.,101.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Wolf J.J.,54.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Molcan A.,59.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Arnaldi M.,99.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Norrie C.,13.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Cerundolo F.,31.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Sinner J.,8.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Shevchenko A.,93.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Dimitrov G.,33.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Djokovic N.,1.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Internazionali BNL d'Italia,Rune H.,7.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Ruud C.,4.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Internazionali BNL d'Italia,Rublev A.,6.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Coric B.,16.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Zapata Miralles B.,38.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Alcaraz C.,2.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Internazionali BNL d'Italia,Davidovich Fokina A.,34.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Medvedev D.,3.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Internazionali BNL d'Italia,Tsitsipas S.,5.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Internazionali BNL d'Italia,Musetti L.,19.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Tiafoe F.,12.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Zverev A.,22.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Los Cabos Open,Meligeni Alves F.,177.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Brouwer G.,144.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Isner J.,114.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Tirante T.A.,136.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Kovacevic A.,129.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Koepfer D.,84.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Los Cabos Open,Jung J.,276.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,De Minaur A.,19.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Los Cabos Open,Duckworth J.,123.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Jarry N.,28.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
